188	4	2	2	0	13	0
189	19	3	16	5	8	0
190	8	2	6	0	13	0
191	3	1	2	0	10	0
192	4	2	2	1	15	0
193	0	0	0	0	12	0
194	5	1	4	0	13	0
195	4	0	4	1	10	0
196	0	0	0	2	8	0
197	9	1	8	2	8	0
198	2	1	1	2	12	0
199	1	0	1	1	12	0
200	1	0	1	1	14	0
201	1	1	0	0	10	0
202	8	2	6	0	13	0
203	0	0	0	0	13	0
204	6	1	5	2	11	0
205	1	0	1	3	13	0
206	3	0	3	4	18	0
207	3	1	2	1	37	0
208	0	0	0	0	13	0
209	0	0	0	0	12	0
210	0	0	0	0	12	0
211	0	0	0	1	16	0
212	0	0	0	4	16	0
213	0	0	0	5	13	0
214	1	1	0	2	16	0
215	0	0	0	1	7	0
216	2	0	2	0	26	0
217	2	1	1	0	18	0
218	3	0	3	0	18	0
219	0	0	0	1	6	0
220	7	4	3	2	14	0
221	1	1	0	0	19	0
222	1	0	1	1	9	0
223	1	0	1	0	15	0
224	0	0	0	1	12	0
225	2	0	2	0	15	0
226	1	0	1	0	17	0
227	0	0	0	0	16	0
228	1	0	1	0	18	0
229	1	0	1	0	10	0
230	1	0	1	1	12	0
231	4	0	4	1	15	0
232	0	0	0	2	18	0
233	2	0	2	2	9	0
234	2	1	1	0	18	0
235	3	1	2	0	9	0
236	2	0	2	4	9	0
237	7	0	7	2	15	0
238	15	1	14	3	7	0
239	6	3	3	5	11	0
240	7	0	7	4	9	0
241	8	2	6	1	6	0
242	11	5	6	1	14	0
243	27	4	23	6	10	0
244	23	4	19	9	18	0
245	14	4	10	2	8	0
246	13	1	12	2	8	0
247	10	1	9	5	13	0
248	7	1	6	7	9	0
249	2	0	2	6	19	0
250	2	1	1	3	11	0
251	5	2	3	2	18	0
252	0	0	0	2	6	0
253	1	0	1	0	9	0
254	2	1	1	2	12	0
255	3	1	2	3	9	0
256	4	0	4	5	6	0
257	2	1	1	2	9	0
258	1	1	0	2	6	0
259	0	0	0	0	4	0
260	0	0	0	1	4	0
261	1	0	1	5	20	0
262	2	0	2	1	23	0
263	1	0	1	5	21	0
264	3	0	3	4	13	0
265	0	0	0	0	20	0
266	0	0	0	3	14	0
267	0	0	0	0	11	0
268	1	1	0	1	14	0
269	0	0	0	2	23	0
270	0	0	0	0	24	0
271	0	0	0	0	20	0
272	0	0	0	0	7	0
273	0	0	0	1	18	0
274	1	0	1	1	20	0
275	0	0	0	0	13	0
276	0	0	0	1	11	0
277	2	2	0	0	9	0
278	2	1	1	0	15	0
279	1	0	1	2	20	0
280	0	0	0	1	16	0
281	1	0	1	2	36	0
282	1	0	1	4	13	0
283	0	0	0	2	8	0
284	0	0	0	2	12	0
285	1	0	1	1	13	2
286	50	7	43	25	25	1
287	160	42	118	29	10	0
288	221	92	129	56	24	0
289	223	87	136	44	22	0
290	732	540	192	41	18	0
291	771	470	301	126	23	0
292	709	384	325	110	37	1
293	602	317	285	99	30	1
294	524	239	285	122	30	0
295	406	105	301	113	30	0
296	375	83	292	106	21	0
297	345	71	274	85	15	1
298	227	55	172	71	13	3
299	225	41	184	47	20	2
300	108	22	86	32	15	2
301	77	13	64	42	10	0
302	80	26	54	29	8	5
303	97	15	82	40	19	3
304	52	8	44	29	12	0
305	42	10	32	34	19	0
306	41	7	34	19	15	0
307	48	16	32	30	22	0
308	35	10	25	17	22	0
309	31	8	23	15	18	1
310	27	7	20	11	11	0
311	42	11	31	18	29	0
312	36	4	32	13	20	2
313	24	5	19	21	14	0
314	29	1	28	14	10	0
315	20	3	17	3	9	0
316	35	6	29	23	9	0
317	21	2	19	4	12	0
318	24	2	22	7	21	0
319	26	1	25	14	20	0
320	11	1	10	10	13	0
321	16	3	13	8	23	0
322	39	0	39	5	16	0
323	31	3	28	6	13	0
324	17	4	13	11	10	0
325	5	1	4	5	15	0
326	2	1	1	6	14	0
327	2	0	2	1	17	0
328	8	1	7	8	26	1
329	21	1	20	6	17	0
330	4	0	4	0	21	0
331	3	0	3	2	17	0
332	10	0	10	1	11	0
333	3	0	3	5	33	0
334	9	0	9	13	16	0
335	5	0	5	8	9	0
336	15	0	15	9	13	0
337	17	2	15	10	31	0
338	13	1	12	3	22	0
339	11	0	11	8	9	0
340	25	1	24	8	19	0
341	26	5	21	9	23	0
342	23	3	20	19	20	0
343	45	13	32	29	12	0
344	47	4	43	19	21	0
345	27	3	24	10	21	0
346	37	9	28	7	15	0
347	44	6	38	17	20	0
348	54	15	39	10	31	0
349	50	8	42	4	9	0
350	60	12	48	40	14	1
351	50	5	45	13	20	0
352	35	7	28	18	18	0
353	19	5	14	7	15	0
354	13	1	12	6	17	0
355	30	10	20	4	12	0
356	22	4	18	8	13	0
357	6	1	5	1	16	0
358	19	0	19	4	14	0
359	10	0	10	3	29	0
360	8	0	8	3	14	0
361	15	1	14	2	12	0
362	12	3	9	5	13	0
363	9	3	6	0	35	0
364	3	0	3	0	9	0
365	11	2	9	7	29	0
366	18	6	12	6	23	0
367	17	4	13	3	14	0
368	5	1	4	2	21	0
369	5	1	4	4	29	0
370	4	2	2	4	11	0
371	7	0	7	2	23	0
372	8	0	8	4	17	0
373	3	0	3	3	23	1
374	0	0	0	2	24	1
375	3	1	2	0	21	0
376	8	0	8	5	19	0
377	6	2	4	2	26	0
378	0	0	0	3	8	0
379	1	0	1	1	5	0
380	7	2	5	4	12	0
381	2	0	2	5	17	0
382	5	2	3	5	12	0
383	9	2	7	9	11	0
384	4	0	4	7	17	0
385	5	1	4	4	8	0
386	2	1	1	3	12	0
387	1	0	1	4	12	0
388	6	0	6	3	13	0
389	7	1	6	2	13	0
390	13	4	9	1	9	0
391	18	7	11	9	24	0
392	15	3	12	12	19	0
393	18	2	16	8	18	0
394	16	4	12	6	15	0
395	12	5	7	0	14	0
396	13	7	6	7	18	0
397	22	8	14	12	19	0
398	20	4	16	10	16	0
399	22	5	17	8	17	0
400	14	3	11	12	19	0
401	20	6	14	11	19	0
402	24	4	20	17	18	0
403	34	5	29	9	10	0
404	20	3	17	7	17	0
405	12	4	8	8	15	0
406	9	3	6	12	26	0
407	21	9	12	7	21	0
408	8	1	7	3	28	0
409	6	0	6	8	23	0
410	6	0	6	4	9	0
411	16	0	16	5	14	0
412	16	4	12	7	17	0
413	21	0	21	7	21	0
414	11	5	6	2	22	0
415	7	6	1	0	18	0
416	0	0	0	2	4	0
417	2	0	2	3	10	0
418	1	1	0	2	18	0
419	10	2	8	5	16	0
420	5	0	5	6	17	0
421	3	0	3	6	20	0
422	37	30	7	5	23	0
423	8	4	4	3	30	0
424	9	7	2	5	13	0
425	3	2	1	2	12	0
426	5	4	1	7	18	0
427	6	6	0	5	20	0
428	4	0	4	2	6	0
429	18	15	3	5	14	0
430	25	25	0	0	16	0
431	1	0	1	2	16	0
432	5	5	0	1	15	0
433	4	2	2	8	9	0
434	2	2	0	2	10	0
435	2	0	2	4	11	0
436	2	1	1	3	4	0
437	2	0	2	7	19	1
438	2	1	1	6	22	0
439	1	0	1	3	4	0
440	2	0	2	6	12	0
441	5	3	2	3	29	0
442	0	0	0	2	17	0
443	8	8	0	3	15	0
444	6	2	4	3	29	0
445	4	1	3	1	11	0
446	3	0	3	11	11	0
447	9	1	8	3	10	1
448	2	0	2	3	28	0
449	15	8	7	1	18	0
450	26	2	24	8	6	0
451	17	4	13	5	14	0
452	52	2	50	11	9	0
453	9	0	9	8	9	0
454	11	3	8	3	7	0
455	7	3	4	6	16	0
456	5	1	4	4	12	0
457	8	1	7	7	18	0
458	9	3	6	4	11	0
459	5	1	4	2	13	0
460	6	1	5	4	4	0
461	3	1	2	3	21	0
462	14	6	8	9	14	0
463	7	1	6	16	15	0
464	12	2	10	9	27	0
465	2	1	1	2	22	0
466	10	3	7	7	17	0
467	2	0	2	11	13	0
468	1	0	1	4	5	0
469	4	3	1	2	11	0
470	1	0	1	5	24	0
471	2	1	1	8	17	0
472	1	0	1	2	23	0
473	2	1	1	0	18	0
474	2	1	1	4	16	0
475	1	1	0	0	28	0
476	4	3	1	6	11	0
477	2	0	2	4	12	0
478	1	0	1	1	12	0
479	1	0	1	6	17	0
480	4	2	2	2	8	0
481	5	4	1	10	15	0
482	12	8	4	4	15	0
483	3	3	0	3	12	0
484	1	1	0	2	14	0
485	3	2	1	3	12	0
486	1	1	0	6	8	0
487	1	0	1	8	12	0
488	10	9	1	4	37	1
489	0	0	0	3	20	0
490	0	0	0	3	18	0
491	0	0	0	2	16	0
492	0	0	0	1	15	0
493	2	2	0	4	13	0
494	4	3	1	10	19	0
495	2	0	2	5	15	0
496	2	0	2	2	18	0
497	4	1	3	5	12	0
498	3	3	0	6	21	0
499	12	12	0	9	18	0
500	6	0	6	7	18	0
501	2	0	2	5	14	0
502	27	2	25	30	13	0
503	37	3	34	24	15	0
504	38	4	34	38	14	0
505	85	11	74	69	27	1
506	116	18	98	57	20	0
507	134	25	109	72	27	1
508	101	36	65	50	34	0
509	89	24	65	41	15	0
510	56	18	38	30	19	0
511	42	17	25	36	18	0
512	15	2	13	28	11	0
513	27	5	22	14	21	0
514	25	9	16	16	20	0
515	6	3	3	12	26	0
516	9	0	9	15	14	0
517	7	1	6	9	18	0
518	3	0	3	14	15	1
519	2	1	1	18	19	0
520	0	0	0	7	15	0
521	15	7	8	25	12	0
522	9	6	3	7	14	0
523	9	4	5	6	11	0
524	4	2	2	10	17	0
525	15	13	2	7	17	0
526	5	4	1	2	25	0
527	3	0	3	2	17	0
528	2	2	0	1	26	0
529	1	0	1	2	28	0
530	4	0	4	2	16	0
531	9	6	3	4	12	1
532	7	0	7	2	19	0
533	1	0	1	5	20	0
534	2	1	1	2	8	0
535	4	0	4	6	20	0
536	0	0	0	9	10	0
537	3	3	0	14	16	0
538	1	1	0	1	16	0
539	9	8	1	4	7	0
540	3	0	3	4	13	0
541	0	0	0	1	14	0
542	0	0	0	1	17	0
543	3	3	0	14	8	0
544	11	11	0	5	18	0
545	1	1	0	3	21	0
546	8	1	7	13	24	0
547	10	2	8	8	32	0
548	2	0	2	4	13	0
549	20	15	5	4	14	0
550	6	4	2	1	15	0
551	6	4	2	0	14	0
552	4	1	3	5	16	0
553	2	0	2	4	22	0
554	6	3	3	6	27	0
555	2	1	1	1	26	0
556	0	0	0	4	20	0
557	3	0	3	7	15	0
558	8	2	6	1	15	0
559	2	1	1	6	17	0
560	4	1	3	8	8	0
561	1	0	1	8	21	0
562	1	1	0	2	15	0
563	17	11	6	10	17	2
564	1	0	1	7	12	0
565	3	1	2	15	16	0
566	3	1	2	14	13	0
567	9	2	7	3	20	0
568	4	3	1	9	18	0
569	2	1	1	12	13	0
570	3	3	0	2	11	0
571	0	0	0	9	19	0
572	0	0	0	1	13	0
573	17	16	1	8	15	0
574	0	0	0	2	14	0
575	17	2	15	11	15	0
576	10	4	6	3	20	0
577	0	0	0	2	26	0
578	0	0	0	3	21	0
579	1	0	1	1	17	0
580	0	0	0	2	15	0
581	1	0	1	3	14	0
582	0	0	0	3	17	0
583	0	0	0	2	17	0
584	3	3	0	6	11	0
585	1	0	1	5	25	0
586	1	0	1	3	10	0
587	3	2	1	4	19	0
588	0	0	0	3	17	0
589	1	0	1	3	8	0
590	0	0	0	5	22	0
591	5	5	0	3	11	0
592	11	11	0	6	16	0
593	3	2	1	12	21	10
594	1	0	1	11	13	0
595	6	0	6	6	14	0
596	0	0	0	3	16	0
597	15	4	11	32	13	0
598	24	23	1	15	10	0
599	0	0	0	4	12	0
600	1	0	1	7	15	0
601	17	17	0	10	12	0
602	8	2	6	5	17	0
603	3	0	3	6	16	0
604	10	1	9	7	18	0
605	23	2	21	4	11	0
606	44	7	37	18	21	0
607	52	4	48	26	27	0
608	76	1	75	47	12	0
609	65	4	61	29	19	0
610	52	0	52	24	36	0
611	24	0	24	11	21	0
612	22	4	18	14	19	0
613	9	2	7	8	16	0
614	9	0	9	12	11	0
615	16	1	15	10	15	0
616	1	0	1	11	20	0
617	6	0	6	8	28	0
618	3	1	2	9	13	0
619	13	4	9	9	17	0
620	6	0	6	4	9	0
621	10	7	3	6	21	0
622	3	0	3	7	15	0
623	3	0	3	3	20	0
624	1	0	1	3	17	0
625	7	7	0	2	3	0
